TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T8775,C2234191,05-03-1983,M,NASHIK,15215.67,25-09-2016,201838,500
T8776,C8116655,17-07-1986,M,NAVI MUMBAI,64468.84,25-09-2016,201840,330
T8777,C1420050,31-08-1993,M,PANCHKULA,72595.41,25-09-2016,201118,497
T8778,C5430186,25-12-1985,M,BANGALORE,16058.95,25-09-2016,201318,323
T8779,C5717714,01-01-1990,M,HALDWANI,59805.68,25-09-2016,195313,241.36
T8780,C5186882,25-03-1989,M,MUMBAI,96826.19,25-09-2016,194917,369
T8781,C8028025,06-03-1990,M,BANGALORE,4125.33,26-09-2016,231024,30
T8782,C2264414,1/1/1800,M,SURAT SURAT,100000.26,26-09-2016,222644,161
T8783,C3625534,04-06-1982,M,JALGAON,1102.67,26-09-2016,223551,590.72
T8784,C4730952,05-06-1983,M,THANE,37439.76,26-09-2016,224554,352
T8785,C2232016,25-08-1977,M,KALYANI NAGAR PUNE,24426.38,26-09-2016,224604,1170
T8786,C2113615,01-03-1995,M,BANGALORE,12340.45,25-09-2016,200741,350
T8787,C2524555,31-10-1991,M,SAHARSA,8.42,25-09-2016,202014,20
T8788,C4626830,09-12-1992,F,BENGALURU,17996.65,25-09-2016,201721,2994
T8789,C4121680,18-01-1995,M,BHOJPUR,1753.49,25-09-2016,201902,50
T8790,C4912135,03-06-1968,M,CHENNAI,105285.25,25-09-2016,201904,140
T8791,C7925477,20-05-1960,M,CHANDIGARH,10225.45,25-09-2016,202159,600
T8792,C3714939,16-11-1988,F,DELHI,9760.82,25-09-2016,202222,233
T8793,C6866557,03-02-1988,M,BARDOLI,316.17,25-09-2016,202200,600
T8794,C8733858,15-07-1992,M,DAMAN,3726.65,25-09-2016,202252,30
T8795,C7341126,05-03-1990,M,CHENNAI,1702.03,25-09-2016,193730,10
T8796,C2320188,17-10-1981,M,MUMBAI,24897.36,25-09-2016,193920,1750
T8797,C6573543,13-07-1966,M,BANGALORE,3020.18,25-09-2016,193327,155
T8798,C1928351,17-10-1989,F,MUMBAI,67554.2,25-09-2016,194454,275.65
T8799,C5923251,30-03-1984,M,NOIDA,3186.46,26-09-2016,225330,258
T8800,C2912916,02-07-1956,M,NOIDA,393581.58,26-09-2016,231438,3819
T8801,C7339464,10-02-1989,M,PUNE,24.45,26-09-2016,232213,500
T8802,C4915969,22-06-1992,M,MUMBAI,4737.34,26-09-2016,222825,853
T8803,C7269222,28-04-1979,F,NEW DELHI,31812.92,26-09-2016,234014,50
T8804,C6692981,29-01-1980,M,GHAZIABAD,30546.29,26-09-2016,141848,22600
T8805,C4728841,30-04-1990,M,CHICKMAGALURE,36980.78,26-09-2016,225423,2000
T8806,C7215717,05-10-1983,M,PUNE,13263.93,25-09-2016,202052,370
T8807,C2541750,17-11-1959,M,GANGTOK,26317.05,25-09-2016,202137,4523
T8808,C3726313,16-06-1983,M,KANPUR,35505.21,25-09-2016,201313,2674.01
T8809,C8319660,05-11-1983,M,PATIALA,4083.94,25-09-2016,193640,975
T8810,C2118515,30-01-1984,M,NEW DELHI,11279.96,25-09-2016,194232,1049
T8811,C8338217,08-07-1972,F,BANGALORE,11157.54,25-09-2016,194431,109
T8812,C1135029,28-04-1986,M,BANGALORE,68971.92,25-09-2016,194625,542
T8813,C6117246,15-11-1991,M,NEW DELHI,100883.71,25-09-2016,194510,2275
T8814,C8321114,13-03-1992,F,DELHI,16844.43,25-09-2016,194446,567
T8815,C3789019,02-01-1989,M,MUMBAI,55476.13,25-09-2016,194457,1995
T8816,C8092344,23-04-1985,F,DELHI,102842.16,25-09-2016,193917,357
T8817,C1528774,24-08-1986,M,HYDERABAD,264198.09,25-09-2016,192717,436
T8818,C5223761,07-07-1992,M,BANGALORE,550572.74,26-09-2016,222242,371
T8819,C8826677,22-07-1992,F,NOIDA,7693.8,26-09-2016,222928,35
T8820,C2342743,31-05-1982,M,SURAT,44981.72,26-09-2016,223609,70
T8821,C7838673,19-11-1993,M,NEW DELHI,38458.59,26-09-2016,221603,100
T8822,C7820946,22-06-1987,M,RAIPUR,6988.14,26-09-2016,221800,351
T8823,C2137355,24-12-1992,F,THANE,4145.04,26-09-2016,223210,186
T8824,C1150184,14-12-1942,M,DELHI,7218.37,26-09-2016,222250,1865
T8825,C8638676,01-07-1993,M,DELHI,15942.47,25-09-2016,202106,100
T8826,C3229663,16-08-1991,F,NOIDA,13669.87,25-09-2016,201337,3675.99
T8827,C5636588,13-04-1977,M,MUMBAI,40155.06,25-09-2016,201824,24
T8828,C4111580,25-09-1980,M,MUMBAI,15642.71,25-09-2016,201825,616
T8829,C5213557,24-07-1986,M,PANCHKULA,13942.38,25-09-2016,201830,1394
T8830,C6015412,04-02-1982,M,SILVASA,100006.75,25-09-2016,200727,2546
T8831,C3915092,07-12-1991,M,BANGALORE,4284.96,25-09-2016,200809,58
T8832,C7712236,08-06-1995,M,JAIPUR,2136.53,25-09-2016,204558,100
T8833,C1733818,28-07-1989,F,NEW DELHI,47264.99,25-09-2016,204430,194
T8834,C7019339,16-12-1988,M,NEW DELHI,1117767.26,25-09-2016,204431,226
T8835,C4313841,01-04-1988,M,MUMBAI,64669.7,25-09-2016,204604,140
T8836,C5834373,21-10-1990,M,THANE,3213.36,25-09-2016,204606,29
T8837,C1652381,28-11-1975,F,NEW DELHI,79177.2,25-09-2016,200639,606.5
T8838,C2334219,18-11-1987,M,DELHI,699.42,25-09-2016,191110,191
T8839,C4620476,22-08-1984,M,NOIDA,6901.19,25-09-2016,190758,500
T8840,C4712847,01-02-1967,F,GURGAON,1141.49,25-09-2016,190338,999
T8841,C1721574,22-01-1968,M,MUMBAI,159618.98,25-09-2016,225402,1000
T8842,C7522377,06-09-1992,M,BAHADURGARH,12820.91,25-09-2016,225410,200
T8843,C4994763,06-01-1975,M,MUMBAI,79916.93,25-09-2016,231606,646
T8844,C6625435,15-01-1991,M,FARIDABAD,377.8,25-09-2016,234921,60
T8845,C7826341,24-03-1984,M,THANE,20922.27,25-09-2016,234153,53
T8846,C2919848,27-11-1975,M,NEW DELHI,8716.8,25-09-2016,225608,2593
T8847,C1621316,26-08-1984,F,THANE,12074.45,25-09-2016,233517,99
T8848,C4015590,26-08-1992,F,MUMBAI,136681.15,25-09-2016,230749,838.97
T8849,C7618389,19-03-1991,F,NOIDA,7.67,25-09-2016,221639,50
T8850,C1616240,27-02-1993,M,KURLA (W) MUMBAI,4612.65,25-09-2016,223851,59
T8851,C3612080,01-01-1975,M,MUMBAI,86355.59,25-09-2016,224813,2885
T8852,C1439970,1/1/1800,M,MUMBAI,11933.25,25-09-2016,230435,100
T8853,C7524690,01-05-1975,M,BANGALORE,19351.1,25-09-2016,224000,1183
T8854,C8622590,12-11-1976,M,TIRUPUR,11939.61,25-09-2016,200410,405
T8855,C4111914,17-11-1975,M,MUMBAI,325368.05,25-09-2016,200512,178
T8856,C8819040,28-01-1991,M,RAIGARH,15711.21,25-09-2016,200415,500
T8857,C4452323,28-11-1975,F,NEW DELHI,79177.2,25-09-2016,200516,1359.39
T8858,C6090577,05-05-1979,M,THANE WEST,22679.88,25-09-2016,200517,260
T8859,C4327032,11-02-1978,M,BARMER,13879.96,25-09-2016,204658,3000
T8860,C6713834,01-04-1988,M,MUMBAI,64669.7,25-09-2016,204832,920
T8861,C5428961,25-08-1968,M,RAJAMUNDRY,92908.42,25-09-2016,191448,181.28
T8862,C4330924,13-09-1972,M,HYDERABAD,12348.19,25-09-2016,191450,153
T8863,C3814166,13-08-1993,M,NO 3 KALYANI NAGAR PUNE,3169.17,25-09-2016,185551,1000
T8864,C6210143,28-05-1973,M,CHENNAI,103379.55,25-09-2016,185557,506
T8865,C8233015,19-07-1974,M,NOIDA,20588.19,25-09-2016,191431,452
T8866,C2551625,10-03-1987,M,NOIDA,7216.13,25-09-2016,203832,70
T8867,C1125238,30-06-1960,M,MUMBAI,39030.94,25-09-2016,204255,1429
T8868,C6541860,29-11-1989,M,DELHI,10497.55,25-09-2016,213746,1883
T8869,C4640227,10-11-1990,F,NEW DELHI,54696.25,25-09-2016,213745,1716
T8870,C2633828,26-12-1986,M,BANGALORE,4160.69,25-09-2016,214006,255
T8871,C5312874,01-11-1989,M,DELHI,46126.09,25-09-2016,234126,1144
T8872,C1624877,08-02-1982,F,DELHI,113158.78,25-09-2016,233946,650
T8873,C3167284,05-01-1981,F,DELHI,8.12,25-09-2016,235807,125
T8874,C4395934,20-05-1975,F,MUMBAI,28815.68,25-09-2016,205952,1941.9
T8875,C4516130,17-06-1979,M,PUNE,30128.17,25-09-2016,214900,181.48
T8876,C6733525,24-04-1978,F,NEW DELHI,33402.52,25-09-2016,181932,65
T8877,C8691484,29-07-1980,M,NOIDA,46354.29,25-09-2016,220336,850
T8878,C4527442,23-11-1993,F,MUNDAKAYAM,3643.47,25-09-2016,161630,15.88
T8879,C2138420,01-06-1986,F,MUMBAI,10113.7,25-09-2016,194429,800
T8880,C6020463,22-01-1992,F,KOTA,32292.47,25-09-2016,194639,40
T8881,C6422928,17-09-1982,F,MUMBAI,440603.75,25-09-2016,194640,1905
T8882,C1541875,12-11-1989,M,NOIDA,15205.55,25-09-2016,194229,1684
T8883,C3384191,15-12-1990,M,PILANI,9830.25,25-09-2016,190342,90
T8884,C8821177,27-02-1981,M,NEW DELHI,55226.62,25-09-2016,190343,1000
T8885,C8632822,02-11-1951,M,NASHIK,189725.1,25-09-2016,192625,1180
T8886,C8618380,30-06-1980,M,MUMBAI,2247989.37,25-09-2016,192752,2738.65
T8887,C1235974,13-04-1979,M,MUMBAI,15469.93,25-09-2016,190811,500
T8888,C2446945,08-07-1989,M,MUMBAI,27202.89,25-09-2016,190815,381
T8889,C6123545,07-11-1986,F,MOHALI,60539.54,25-09-2016,213137,475
T8890,C8933743,13-07-1988,M,BANGALORE,12.91,25-09-2016,213234,30
T8891,C7424353,13-01-1976,F,ANAND,6462.03,25-09-2016,212753,200
T8892,C8837552,03-04-1991,M,MUMBAI,415281.7,25-09-2016,234856,1498
T8893,C8930769,25-02-1986,M,NEW DELHI,77572.08,25-09-2016,215644,1073
T8894,C8718625,25-09-1992,M,MUMBAI,4302.09,25-09-2016,215645,512
T8895,C6924029,12-02-1983,M,MARG WORLI MUMBAI,368750.81,25-09-2016,214814,107.64
T8896,C6310063,1/1/1800,M,MUMBAI,2922877.73,25-09-2016,220304,9686
T8897,C8629621,30-12-1979,M,MUMBAI,898373.36,25-09-2016,194913,11000
T8898,C3126182,25-04-1989,M,KOLKATA,5850.2,25-09-2016,195123,353
T8899,C7216640,12-01-1984,M,NOIDA,37862.55,25-09-2016,194109,164
T8900,C5975127,12-08-1991,M,MUMBAI,6955.47,25-09-2016,194018,3299
T8901,C3964384,05-10-1982,M,NALASOPARA W PALGHAR,833.13,25-09-2016,65324,1
T8902,C5611570,22-02-1995,F,PATNA,51814.1,25-09-2016,192410,384.71
T8903,C7634754,06-06-1979,M,BOISAR,67556.54,25-09-2016,192702,1100
T8904,C2542685,25-08-1984,M,DELHI,18314.32,25-09-2016,190819,830
T8905,C9019228,24-03-1988,F,GURGAON,1028.49,25-09-2016,190544,400
T8906,C4127685,25-02-1985,M,NOIDA,0,25-09-2016,190545,465
T8907,C3183371,02-10-1984,M,AHMEDABAD,107534.99,25-09-2016,190826,1000
T8908,C3537143,22-07-1988,M,CHHINDWARA,856243.13,25-09-2016,185603,60
T8909,C1333429,14-08-1985,F,CHENNAI,30389.57,25-09-2016,203135,1131
T8910,C4337275,16-08-1981,M,GHAZIABAD,3213.67,25-09-2016,205019,1100
T8911,C5781390,16-10-1972,M,THANE,10139.15,25-09-2016,204425,370
T8912,C2154257,17-08-1980,M,GURGAON,1477827.06,25-09-2016,192831,1250
T8913,C2635871,09-09-1960,M,NEW DELHI,35008.05,25-09-2016,191517,15200
T8914,C3042836,11-10-1980,F,CHENNAI,282324.36,25-09-2016,191642,1799
T8915,C1268123,21-07-1988,F,GANDHINAGAR,35616.04,25-09-2016,190827,1699.01
T8916,C2422289,21-10-1995,F,LUDHIANA,20560.57,25-09-2016,191602,210
T8917,C2875559,26-09-1979,M,RISHIKESH,16529.95,25-09-2016,202410,200
T8918,C6140434,18-03-1990,F,BILASPUR,11316.72,25-09-2016,202728,196
T8919,C8112537,17-01-1985,F,MUMBAI,29375.12,25-09-2016,202637,255
T8920,C5614659,21-03-1988,M,BANGALORE,32139.79,25-09-2016,202921,495
T8921,C1434836,03-05-1990,M,FATEHABAD,66.47,25-09-2016,200659,1000
T8922,C6025859,15-05-1985,M,CHENNAI,2942.51,25-09-2016,193756,80
T8923,C3140542,07-05-1992,F,MUMBAI,16.15,25-09-2016,194548,2600
T8924,C8822761,27-12-1979,F,JALANDHAR,45391.85,27-09-2016,180554,158
T8925,C6114912,30-08-1996,M,BARMER,4973.2,27-09-2016,54030,8.99
T8926,C1214055,15-05-1967,M,THANE,150.14,27-09-2016,181032,500
T8927,C3726927,01-02-1993,M,KOTA,56656.41,22-09-2016,122119,132.06
T8928,C2910820,16-05-1995,M,LUCKNOW,9823.81,22-09-2016,131144,20
T8929,C7516840,03-12-1988,M,KOLKATA,311101.86,22-09-2016,125208,55
T8930,C9020755,05-05-1991,F,PUNE,12630.24,22-09-2016,130515,50
T8931,C6874822,03-11-1990,F,THANE,68588.17,22-09-2016,125603,430
T8932,C5914954,03-08-1964,M,SAS NAGAR,15561.5,27-09-2016,184030,44
T8933,C5031820,15-08-1978,M,AMRITSAR,108174.07,27-09-2016,184807,30
T8934,C1913764,29-05-1978,M,BHIWADI,1671.08,27-09-2016,184129,300
T8935,C2531311,24-02-1989,M,DELHI,4541.59,27-09-2016,184131,250
T8936,C1113552,01-01-1979,F,MUMBAI,45313.2,27-09-2016,182936,217
T8937,C3798680,23-07-1983,M,SABHAGRUH NAGPUR,330418.35,27-09-2016,180437,697
T8938,C4227541,28-08-1996,M,HYDERABAD,123.52,27-09-2016,180610,360
T8939,C8767379,25-05-1989,F,GAUTAM BUDH NAGAR,13127.54,27-09-2016,180331,30
T8940,C5414982,19-04-1979,M,ICICI BANK KOLKATA,70989.81,27-09-2016,180138,1000
T8941,C4511031,23-07-1986,M,THANE,98925.54,22-09-2016,122512,2100
T8942,C4815854,09-06-1996,M,DELHI,8927.77,22-09-2016,122518,100
T8943,C7721336,08-11-1967,M,NEW DELHI,4.85,22-09-2016,122639,250
T8944,C3911533,08-12-1994,M,NEW DELHI,27915,22-09-2016,123112,1299
T8945,C5825123,25-08-1985,M,NEW DELHI,13488.83,22-09-2016,123113,230
T8946,C9038460,15-08-1990,F,PUNE,20007.69,22-09-2016,123208,21
T8947,C2429352,11-04-1985,M,THANE,22626.94,22-09-2016,123119,220
T8948,C6927025,04-10-2000,F,CHENNAI,63.96,27-09-2016,183518,694
T8949,C2569940,07-04-1992,F,SECUNDERABAD,8870.02,27-09-2016,182403,986
T8950,C3728775,08-01-1987,M,BANGALORE,9746.72,27-09-2016,180408,135
T8951,C1738272,12-07-1981,F,WEST DELHI,39606.1,27-09-2016,180409,1700
T8952,C5511412,07-09-1978,F,MUMBAI,9579.47,27-09-2016,180410,675
T8953,C4375311,19-10-1991,F,UDHAM SINGH NAGAR,388.07,27-09-2016,181119,109
T8954,C5833836,20-08-1971,M,LUCKNOW,11623.27,27-09-2016,181716,559
T8955,C5842469,27-04-1979,M,KOLKATA,267645.5,22-09-2016,122901,4178
T8956,C5620573,01-07-1997,M,GURGAON,130593.31,27-09-2016,182811,590
T8957,C1522854,11-03-1988,M,NOIDA,7450.93,27-09-2016,182820,200
T8958,C6320260,13-07-1988,M,GURGAON,5330.31,27-09-2016,182925,60
T8959,C5162226,23-11-1976,M,DEHRADUN,819989.84,27-09-2016,180950,606.9
T8960,C6659211,20-05-1946,F,PIPARIYA,25356.12,27-09-2016,181223,2000
T8961,C2720959,24-12-1982,F,THRISSUR,53764.47,27-09-2016,200721,365
T8962,C5432046,14-07-1984,M,MOHALI,57074.54,22-09-2016,124243,40
T8963,C1219955,29-11-1990,M,BANGALORE,34324.75,22-09-2016,123726,591
T8964,C4115879,01-08-1979,M,PATHANKOT [PB],9374.37,22-09-2016,124539,1
T8965,C1211381,1/1/1800,M,NEW DELHI,1188.58,22-09-2016,124102,1300
T8966,C8225071,30-05-1977,M,PONDICHERRY,38574.87,22-09-2016,121020,854
T8967,C2637749,01-09-1988,M,JODHPUR,17552.17,22-09-2016,124104,265
T8968,C5126659,07-09-1984,M,SURAT,,22-09-2016,124105,69
T8969,C2221456,05-01-1958,F,VISAKHAPATNAM,10969.52,22-09-2016,121033,1103
T8970,C1829444,30-03-1977,F,DELHI,1820586.84,27-09-2016,180544,2802
T8971,C4118773,11-06-1990,F,BANGALORE,47473.59,27-09-2016,180829,500
T8972,C5724678,21-01-1985,F,DELHI,4419.88,27-09-2016,181224,200
T8973,C1814174,01-05-1975,M,TRICHY,110.47,27-09-2016,180941,1316.26
T8974,C1567270,05-05-1966,F,BHIWADI,14105.3,27-09-2016,181536,320
T8975,C6319585,12-02-1985,F,GWALIOR,9722.08,22-09-2016,121927,37911
T8976,C8727576,16-01-1994,M,PANCHKULA,15179.58,22-09-2016,121944,705
T8977,C5110990,28-06-1978,M,MUMBAI,12972.4,22-09-2016,122231,5010
T8978,C7017214,27-06-1982,M,NOIDA,8647.15,22-09-2016,124706,239
T8979,C3625168,06-02-1966,M,MUMBAI,2494.49,22-09-2016,134613,1000
T8980,C4728642,15-08-1980,F,GURGAON,542358.18,22-09-2016,135135,1000
T8981,C3140073,19-02-1988,M,NEW DELHI,13093.87,22-09-2016,135136,299
T8982,C7011583,1/1/1800,M,THANE,1047487.44,22-09-2016,120222,2600
T8983,C7516148,21-09-1984,F,GUNTUR,1304130.99,27-09-2016,181026,8398
T8984,C3533933,05-07-1988,M,GURGAON,39613.3,27-09-2016,181833,30
T8985,C4739345,31-05-1993,F,MAYURBHANJ,11486.57,27-09-2016,181900,50
T8986,C3093039,14-03-1985,M,PUNE,2460.49,27-09-2016,180718,280
T8987,C5627635,01-06-1961,M,BAREILLY,3250.74,22-09-2016,124217,302
T8988,C4437034,12-09-1990,M,CHENNAI,3826.48,22-09-2016,124503,10
T8989,C5116915,13-12-1988,M,NAGPUR,19119.68,22-09-2016,135712,100
T8990,C9026585,10-07-1980,F,SECUNDERABAD,31802.6,22-09-2016,135715,1819
T8991,C7521123,21-02-1983,M,YAMUNANAGAR,82978.56,27-09-2016,181626,500
T8992,C7114911,26-03-1983,M,AHMEDABAD,416598.61,27-09-2016,124706,12.14
T8993,C6617679,30-10-1980,M,NEW DELHI,80123.51,27-09-2016,174956,450
T8994,C4810318,13-04-1992,M,NAGPUR,92.82,27-09-2016,175227,3352
T8995,C4151617,19-10-1987,F,BANGALORE,42546.72,22-09-2016,133639,1300
T8996,C4424512,22-05-1963,M,TIRUPATI,214157.74,22-09-2016,133357,100
T8997,C1319117,14-03-1972,M,GUWAHATI,59196.99,27-09-2016,181625,4255
T8998,C4586453,24-12-1975,F,GURGAON,227591.88,27-09-2016,181355,375
T8999,C7626143,15-02-1979,M,ALIGARH,10573.35,27-09-2016,181737,500
T9000,C6822517,1/1/1800,M,GURGAON,1055656.58,27-09-2016,194717,714
T9001,C8333547,09-04-1986,F,LUCKNOW,92767.66,27-09-2016,174519,318.38
T9002,C5722330,13-10-1984,M,MUMBAI,43572.67,27-09-2016,174801,3197
T9003,C2688766,nan,M,NOIDA,9645281.25,22-09-2016,124716,15458.74
T9004,C6640912,25-02-1993,F,GURGAON,8738.97,22-09-2016,124719,135.62
T9005,C1626263,25-01-1983,M,METTUPALAYAM,29159.8,22-09-2016,120739,323
T9006,C1928889,20-12-1994,M,BHARATPUR,587.95,25-09-2016,194355,100
T9007,C1314434,23-09-1983,M,MUMBAI,152579.62,25-09-2016,194502,2000
T9008,C4112981,26-03-1993,F,BANGALORE,733.01,25-09-2016,194925,100
T9009,C6315157,15-02-1988,M,SABARKANTHA,12868.3,25-09-2016,193400,4000
T9010,C1734652,03-02-1988,F,BANGALORE,12095.76,25-09-2016,193359,1000
T9011,C1012688,12-01-1989,F,OLD SANGVI,59759.73,25-09-2016,193331,200
T9012,C7427518,22-04-1988,M,CHHINDWARA,43749.1,25-09-2016,225831,150
T9013,C8132633,03-07-1982,M,DELHI,20297.43,25-09-2016,235553,296
T9014,C4711040,08-01-1959,M,GURGAON,84127.86,25-09-2016,233653,1149
T9015,C6933458,25-02-1966,M,BADDI,11275.28,25-09-2016,233606,92
T9016,C5932971,02-04-1990,M,BANGALORE,23881.13,25-09-2016,231258,269
T9017,C1533460,1/1/1800,M,NR VIVEKANANDTHA COLG CHENNAI,54355.37,25-09-2016,225930,320
T9018,C5213655,17-08-1995,M,MUMBAI,35516.52,25-09-2016,214233,650
T9019,C1541212,1/1/1800,M,POST OFF NTR GARDENS HYDERABAD,162881.42,25-09-2016,213504,607
T9020,C8935457,25-03-1971,M,MUMBAI,7774.3,25-09-2016,213504,1050
T9021,C5935362,01-01-1996,M,BANGALORE,4968.88,25-09-2016,233408,24
T9022,C1141579,10-07-1991,F,PUNE,7159.55,25-09-2016,201912,349
T9023,C5284053,22-04-1984,M,NEW DELHI,164961.48,25-09-2016,201434,780
T9024,C7457340,06-04-1992,F,MUMBAI,69498.49,25-09-2016,201555,2000
T9025,C8069468,25-07-1993,M,BHUJ,18615.29,25-09-2016,201402,100
T9026,C5229614,02-03-1973,F,MUMBAI,13677983.41,25-09-2016,194411,391.5
T9027,C6421416,07-02-1992,F,MUMBAI,3523.27,25-09-2016,194607,1047
T9028,C2939352,16-06-1991,M,PRAKASAM,22004.89,25-09-2016,194620,296
T9029,C3913443,30-08-1983,M,PUNE,718982.87,25-09-2016,194826,240
T9030,C5023852,11-01-1985,M,TO LILHOWKI HYDERABAD,19858.59,25-09-2016,194545,487
T9031,C8410174,05-11-1987,M,BHOPAL,7256.14,25-09-2016,194815,3475
T9032,C3221163,15-11-1986,M,GHAZIABAD,987968.49,25-09-2016,194818,732
T9033,C8715675,15-05-1991,F,GURGAON,15367.26,25-09-2016,185530,93
T9034,C3125438,23-12-1993,M,TIRUPUR,9937.76,25-09-2016,191545,200
T9035,C2637776,01-08-1985,F,NEW DELHI,190980.13,25-09-2016,191807,6081
T9036,C6919531,20-05-1989,F,DELHI,1263.86,25-09-2016,193144,50
T9037,C7426055,18-04-1985,M,PUNE,12093.32,25-09-2016,225914,510
T9038,C3732960,19-12-1985,M,NAVI MUMBAI,29131.45,25-09-2016,233806,300
T9039,C4933628,04-07-1980,F,MUMBAI,124802.56,25-09-2016,214518,1506
T9040,C4331273,17-03-1995,M,BANGALORE,3745.53,25-09-2016,120026,49
T9041,C8521171,nan,M,AMRITSAR,55826.08,25-09-2016,212645,1046
T9042,C6534480,24-09-1992,F,CHIKKABALLAPUR,786.22,25-09-2016,212643,211
T9043,C2135614,05-07-1982,M,AHMEDABAD,107808.85,25-09-2016,234317,123.06
T9044,C3225886,19-03-1994,M,DELHI,75387.55,25-09-2016,201608,419.81
T9045,C4825992,25-05-1984,F,PUNE,70277.47,25-09-2016,201610,619.02
T9046,C7136371,05-07-1985,M,AMRITSAR,164438.41,25-09-2016,201610,399
T9047,C5915273,22-01-1981,M,FARIDABAD,234081.8,25-09-2016,104831,15.14
T9048,C7742581,14-12-1986,F,KOCHI,2465.63,25-09-2016,201956,199
T9049,C5235066,02-07-1987,M,KOLKATA,1000633.84,25-09-2016,202050,2897
T9050,C2317948,02-03-1992,M,THANE,8038.05,25-09-2016,202053,29
T9051,C3288673,17-07-1982,M,MUMBAI,73380.75,25-09-2016,200104,999
T9052,C8641458,07-09-1969,M,NOIDA,363.9,25-09-2016,194833,1966
T9053,C5529670,14-07-1992,F,AMRAVATI,18146.97,25-09-2016,193125,599
T9054,C2624076,20-03-1987,F,GURGAON,4819.91,25-09-2016,193107,850
T9055,C8729858,23-10-1980,M,DAHISAR MUMBAI,12079.69,25-09-2016,193134,179.38
T9056,C2127021,14-01-1988,M,ARIYALUR,1499.39,25-09-2016,193233,1000
T9057,C3829470,25-02-1983,M,CHENNAI,5715.89,25-09-2016,193234,330
T9058,C8412773,08-03-1988,M,HOWRAH,2206.14,25-09-2016,231932,30
T9059,C4621859,14-07-1988,M,GURGAON,8.94,25-09-2016,231221,70
T9060,C3211254,21-05-1995,F,PATHANKOT,10611.4,25-09-2016,235326,33
T9061,C7331546,18-02-1976,M,NASIK,944.13,25-09-2016,235525,240
T9062,C8927775,10-07-1992,F,MUMBAI,7223.54,25-09-2016,235554,150
T9063,C7536122,14-01-1984,M,GURGAON,20706.61,25-09-2016,235512,927
T9064,C7058541,07-03-1990,M,TIRUNELVELI,20498.58,25-09-2016,235515,40
T9065,C3928034,26-04-1978,F,LUDHIANA,150258.31,25-09-2016,161222,6.48
T9066,C7531359,1/1/1800,M,NEW DELHI,138677.62,25-09-2016,213448,14733
T9067,C3323066,31-01-1987,F,MUMBAI,8092.27,25-09-2016,200328,1198
T9068,C9056765,22-02-1989,M,NOIDA,368772.02,25-09-2016,200754,999
T9069,C4016838,10-10-1990,M,REWA,29980.8,25-09-2016,200547,157
T9070,C3524632,01-05-1975,M,BANGALORE,19351.1,25-09-2016,194001,535
T9071,C1242086,25-03-1977,F,NEW DELHI,2553.62,25-09-2016,194002,1999
T9072,C1024465,02-01-1984,M,CHENNAI,9765.83,25-09-2016,193604,345
T9073,C2238391,12-07-1991,F,GURDASPUR,26139.17,25-09-2016,193911,50
T9074,C1715536,30-07-1975,F,NOIDA,102159.22,25-09-2016,192447,1300
T9075,C2642353,07-03-1993,M,MUMBAI,6280.16,25-09-2016,192659,1512.75
T9076,C6317255,10-09-1991,M,UDAIPUR,49333.33,25-09-2016,95856,50
T9077,C8910872,30-12-1989,M,MOSABANI,13372.84,25-09-2016,192908,493
T9078,C2427042,23-03-1988,M,GURGAON,35437.43,25-09-2016,191938,800
T9079,C7817230,08-05-1991,F,MUMBAI,28527.34,25-09-2016,214222,100
T9080,C5930731,26-07-1986,M,GURGAON,17876.69,25-09-2016,220452,420
T9081,C7625027,17-07-1990,M,SAS NAGAR,1603.65,25-09-2016,220824,780
T9082,C1217184,27-02-1984,F,DELHI,853766.38,25-09-2016,221132,1719
T9083,C6832116,11-04-1988,F,NOIDA,37419.51,25-09-2016,221138,1000
T9084,C8420320,01-06-1987,M,BANGALORE,159501.5,25-09-2016,221136,369
T9085,C5538932,04-09-1984,F,GURGAON,12583,25-09-2016,215113,487.68
T9086,C7238758,24-04-1988,M,REWARI (HARYANA),60118.67,25-09-2016,215847,508
T9087,C4421824,22-02-1991,F,NOIDA,582237.53,25-09-2016,194327,250
T9088,C4312886,06-12-1985,F,NOIDA,358354.39,25-09-2016,194215,1200
T9089,C7825049,24-07-1979,M,KOLKATA,8830.63,25-09-2016,194429,4105
T9090,C5517052,14-12-1982,F,GURGAON,10341.13,25-09-2016,194431,592
T9091,C4929963,16-06-1986,M,HYDERABAD,2371.73,25-09-2016,70609,1
T9092,C4016737,19-06-1982,M,PONDICHERRY,19089.54,25-09-2016,193610,335
T9093,C4617391,01-06-1971,M,DELHI,580235.03,25-09-2016,194104,1000
T9094,C7133490,07-03-1982,M,MUMBAI,891873.83,25-09-2016,204457,1999
T9095,C4918417,1/1/1800,M,PUNE SASWAD ROAD PUNE,6969.37,25-09-2016,204321,409
T9096,C2728470,28-02-1954,M,JAMSHEDPUR,14234.31,25-09-2016,204646,702
T9097,C2383783,22-06-1977,M,CHENNAI,14195.46,25-09-2016,203908,1805
T9098,C7520029,07-06-1991,M,MUMBAI,381.38,25-09-2016,204151,50
T9099,C8661983,19-09-1986,M,NASIK,79225.38,25-09-2016,212345,344
T9100,C5030318,02-10-1994,M,BANGALORE,4814.01,25-09-2016,212339,224
